"Column0","ÝLAN ADI","MAHALLE","FÝYAT","NET(m²)","BRÜT(m²)","ODA-SALON SAYISI","ODA SAYISI","SALON SAYISI","BANYO SAYISI","FOTOÐRAF SAYISI","BÝNA KAT SAYISI","BULUNDUÐU KAT","YAPI DURUMU","ISITMA","BÝNA YAÞI","AÝDAT","KÝRA GETÝRÝSÝ","Metrekare Baþýna Fiyat"
510,"DÝNAMÝK'TEN FENERYOLUN'DA CADDEYE YAKIN GENÝÞ 4+1","Feneryolu",6.921686475483601,170,220,"4+1",4,1,2,16,"7","2",,"Klima","6-10 ",325,0,0.04071580279696236
511,"APPARTEMENT A VENDRE Excellence","Acýbadem",6.7283537820212285,110,111,"2+1",2,1,2,15,"20 ",,"Sýfýr",,"0",,,0.06116685256382935
512,"SUADÝYE SAHÝLE YAKIN DENÝZ MANZARALI 3+1 DAÝRE","Suadiye",7.122215878272827,100,130,"3+1",3,1,2,11,"10-20 ","6",,"Klima","6-10 ",0,0,0.07122215878272826
513,"CÝTY'DEN ÖZGÜRLÜK PARKI KARÞISINDA SIFIR BAHÇE KATI 2+1","Göztepe",6.6766936096248655,75,95,"2+1",2,1,1,8,"8","Bahçe katý","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.08902258146166488
514,"SUADÝYE AMETÝST'TE SATILIK FUL DENÝZ MANZARALI MUHTEÞEM DUBLEKS","Bostancý",7.060697840353612,189,233,"4+2",4,2,3,36,"10-20 ","18","Sýfýr","Yerden Isýtma","3",,,0.037358189631500595
515,"KADIKÖY ZÜHTÜPAÞA' DA 3+1 120 M2, YENÝ BOYALI KAÇIRILMAZ DAÝRE","Zühtüpaþa",6.411619705963229,100,120,"3+1",3,1,1,36,"4","Bahçe katý","Ýkinci El","Merkezi Sistem","31-35 ",100,0,0.06411619705963228
516,"SUADÝYE'DE,YENÝ,GÜVENLÝKLÝ,BALKONLU,EBEVEYN BANYOLU,109M2,2+1","Suadiye",6.838849090737255,84,109,"2+1",2,1,2,8,"10-20 ","4","Sýfýr","Merkezi Sistem","0",,,0.08141487012782446
517,"FENERYOLU MARMARAY VE BAÐDATA ADIM MESAFEDE YENÝ 112M2 3+1","Feneryolu",6.795880017344074,80,112,"3+1",3,1,2,6,"10-20 ","3","Ýkinci El","Merkezi Sistem","3",0,0,0.08494850021680092
518,"Feneryolu Özgürlük Parkýna Marmaraya Yürüeme Mesafesinde","Feneryolu",6.770852011642144,93,110,"3+1",3,1,2,,"10-20 ","13","Yapým Aþamasýnda","Merkezi Sistem","0",0,0,0.0728048603402381
519,"Fikirtepe Torkam sitesinde 1+1 yeni bina oturulmamýþ","Dumlupýnar",6.544068044350275,50,60,"1+1",1,1,1,22,"10-20 ","11",,"Fancoil","1",550,0,0.1308813608870055
520,"Feneryolu marmaraya yakýn geniþ 3+1 masrafsýz yenilenmiþ","Feneryolu",6.841984804590113,135,160,"3+1",3,1,2,30,"10-20 ","9",,"Klima","31-35 ",850,0,0.05068136892288973
521,"Göztepe tütüncü mehmet efendi caddesi üzerinde 4+1 yeni bina","Göztepe",7.1760912590556805,140,165,"4+1",4,1,2,28,"10-20 ","1",,"Klima","4",0,0,0.05125779470754058
522,"SUADÝYE ÇOLAK ÝSMAÝL DE GENÝÞ VE BAKIMLI GENÇ BÝNADA SATILIK 3+1","Suadiye",6.8808135922807905,109,132,"3+1",3,1,2,31,"5","2","Ýkinci El","Kombi (Doðalgaz)","6-10 ",,,0.06312673020441092
523,"Fenerbahçe Kahve Dünyasý Sütiþe Yakýn 3+1 Satýlýk Daire","Fenerbahçe",7.079181246047624,110,140,"3+1",3,1,2,31,"10-20 ","1","Ýkinci El","Merkezi Sistem","6-10 ",0,0,0.06435619314588749
524,"Mükemmel Doða ve Deniz Manzaralý Katta Tek 4+1 Satýlýk","Göztepe",7.143014800254094,175,230,"4+1",4,1,1,28,"8","6","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.040817227430023396
525,"Çiftehavuzlar'da Muhteþem konumda Sýfýr binada 3+1","Göztepe",6.829303772831024,88,110,"3+1",3,1,2,21,"10-20 ","7",,"Kombi (Doðalgaz)","0",0,0,0.07760572469126165
526,"KALAMIÞ RESÝDENCE 45000 TL KÝRA GETÝRÝLÝ 3.KAT 360m2 SATILIK 5+1","Fenerbahçe",7.477121254719661,330,360,"5+1",5,1,3,31,"20 ","3",,"Merkezi Sistem","16-20 ",6,45,0.022657943196120186
527,"MELTEM KULE'DE, DENÝZ MANZARALI, ÝSKANLI 5+2 SATILIK DUBLEKS","Kozyataðý",7.021189299069937,250,300,"5+2",5,2,2,25,"20 ","20 ve üzeri",,"Klima","2",650,0,0.02808475719627975
528,"Caddebostan Sahil Teraslý Sýfýr Dubleks 5+2","Caddebostan",7.389166084364533,310,390,"5+2",5,2,3,26,"10-20 ","13","Sýfýr","Kombi (Doðalgaz)","1",0,0,0.023836019626982362
529,"Caddebostan Sahil Irmak okullarýna Yakýn Deniz Manzaralý","Caddebostan",7.332438459915605,250,310,"4+2",4,2,3,25,"10-20 ","13","Ýkinci El","Kombi (Doðalgaz)","3",0,0,0.02932975383966242
530,"Suadiye yeni bina 4+1 160 m2 net","Bostancý",7.24674470972384,160,190,"4+1",4,1,2,20,"7","5",,"Kombi (Doðalgaz)","11-15 ",750,0,0.045292154435774
531,"DALYAN SAHÝLDE 1 YILLIK 250M2 LEBÝDERYA TERASLI ÝSKANLI DUBLEKS","Fenerbahçe",7.422425676371204,195,250,"4+2",4,2,3,20,"10-20 ","14","Sýfýr","Merkezi Sistem","1",,,0.03806372141728823
532,"CEMÝL TOPUZLU CADDESÝNDE MUHTEÞEM LOKASYONDA 3+1","Fenerbahçe",7.077367905284155,110,120,"3+1",3,1,1,20,"8","4",,"Kombi (Doðalgaz)","16-20 ",0,0,0.06433970822985595
533,"MÜKEMMEL LOKASYONDA MÝMARÝ DEKORLU 4+1 FERAH","Göztepe",6.942008053022313,160,190,"4+1",4,1,2,19,"8","1",,"Kombi (Doðalgaz)","31-35 ",0,0,0.043387550331389454
534,"GÖZTEPE MERKEZDE ÝÇÝ YAPILI BALKONLU EBEVEYN BANYOLU SATILIK 3+1","Göztepe",6.770852011642144,125,165,"3+1",3,1,2,26,"5","2",,"Klima","21-25 ",0,0,0.05416681609313715
535,"Feneryolu'nda marmaray ve baðdat caddesine yakýn 4+1","Feneryolu",6.841984804590113,140,160,"4+1",4,1,2,22,"5","2",,"Kombi (Doðalgaz)","31-35 ",0,0,0.04887132003278652
536,"Erenköy kaçýrýlmayacak fýrsat daire 3+1 giriþ katý","19 Mayýs",6.59659709562646,100,120,"3+1",3,1,1,17,"9","Bahçe katý",,"Merkezi Sistem","26-30 ",750,0,0.0659659709562646
537,"Cadcebostan sahil parseli 3+1 yeni bina vatandaþlýða uygun","Caddebostan",7.17172645365323,120,145,"3+1",3,1,2,16,"8","7",,"Klima","4",0,0,0.05976438711377692
538,"Caddebostan iskele sokak 1+1 yeni bina","Caddebostan",6.763427993562937,50,60,"1+1",1,1,1,16,"10-20 ","1",,"Klima","1",800,0,0.13526855987125874
539,"Erenköy ün en güzel lokasyonunda masrafsýz 3+1 geniþ daire","Erenköy",6.774516965728549,130,160,"3+1",3,1,1,15,"7","2",,"Kombi (Doðalgaz)","26-30 ",750,0,0.052111668967142685
540,"ERENKÖY ÝSTASYON CAD.SATILIK 3+1 98 M2 NET LÜKS DAÝRELER","Erenköy",6.858537197569639,98,125,"3+1",3,1,2,8,"10","7",,"Klima","0",0,0,0.06998507344458815
541,"Göztepe Tütüncü mehmet efendi caddesi 3,5+1 yeni bina","Göztepe",6.951823035315911,120,150,"3+1",3,1,2,14,"10-20 ","5",,"Klima","6-10 ",0,0,0.057931858627632594
542,"Suadiye sahil parseli 4+1 içi yenilenmiþ daire","Suadiye",7.103803720955956,170,190,"4+1",4,1,2,13,"3","3",,"Klima","31-35 ",800,0,0.04178708071150562
543,"ERENKÖY BAÐDATA YAKIN 125M2 BALKONLU ASANSÖRLÜ OTOPARKLI","Erenköy",6.698970004336019,100,125,"3+1",3,1,1,13,"6","5","Ýkinci El","Merkezi Sistem","31-35 ",,,0.06698970004336019
544,"Feneryolu baðdatcaddeye 1nci paralel 2+1 inþaatý devam eden","Feneryolu",6.740362689494243,75,95,"2+1",2,1,1,11,"10-20 ","4",,"Kombi (Doðalgaz)","0",0,0,0.08987150252658992
545,"BOSTANCI'DA MERKEZÝ LOKASYONDA 2+1 DAÝRE","Bostancý",6.720159303405956,75,95,"2+1",2,1,1,11,"8","6","Ýkinci El","Kombi (Doðalgaz)","5",100,0,0.08960212404541275
546,"Hasanpaþa'da Balkonlu Ýçi Yenilenmiþ Satýlýk 2+1 Daire","Hasanpaþa",6.389166084364532,80,100,"2+1",2,1,1,9,"3","Yüksek Giriþ",,"Kombi (Doðalgaz)","31-35 ",0,0,0.07986457605455664
547,"fenerbahçe kalamýþ 2+1 yatýrýmlýk daire","Zühtüpaþa",6.454844860008509,90,120,"2+1",2,1,1,27,"5","Giriþ Katý",,"Kombi (Doðalgaz)","31-35 ",100,0,0.071720498444539
548,"BOSTANCI ÞENESENEVLER'DE GENÝÞ BALKONLU, 2+1 SATILIK DAÝRE","Bostancý",6.4983105537896,90,120,"2+1",2,1,2,7,"3","3",,"Merkezi Sistem","31-35 ",250,0,0.07220345059766223
549,"Kadýköy Moda Caferaða'da Satýlýk 2+1 Ýçi Yenilenmiþ Eþyalý Daire","Caferaða",6.602059991327962,78,91,"2+1",2,1,1,14,"4","2","Ýkinci El","Kombi (Doðalgaz)","36-40 ",0,0,0.0846417947606149
550,"Feneryolu Balkonlu Kombili 3+1 Satýlýk Daire","Feneryolu",6.698970004336019,122,155,"3+1",3,1,2,24,"7","6","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.05490959019947556
551,"Fenerbahçe Dalyan Ordu Evi Yakýn Kapalý Otoparklý Dubleks","Fenerbahçe",7.298853076409706,256,310,"5+2",5,2,4,36,"8","8","Ýkinci El","Yerden Isýtma","21-25 ",0,0,0.028511144829725416
552,"KOZYATAÐINDA YENÝ SIFIR DUBLEKS DAÝRE 190 M2","Kozyataðý",6.977723605288847,160,190,"5+1",5,1,2,27,"10","10","Sýfýr","Kombi (Doðalgaz)","0",300,,0.04361077253305529
553,"BOSTANCI'DA SAHÝL ÝLE E-5 ARASINDA SATILIK 4,5+1 SÝTE DAÝRESÝ","Bostancý",6.913813852383716,127,160,"4+1",4,1,2,32,"8","1","Ýkinci El","Kombi (Doðalgaz)","16-20 ",885,,0.05443947915262768
554,"ACIBADEM DÖRTYOLDA ÞAHANE KONUMLU 2+1 75m²Y.GÝRÝÞ DAÝRE","Acýbadem",6.477121254719662,72,75,"2+1",2,1,1,15,"4","Giriþ Katý",,"Kombi (Doðalgaz)","6-10 ",0,0,0.08996001742666197
555,"ERENKÖY BAÐDATA YÜRÜME MESAFESÝNDE 165M2 2 BALKONLU ULTRA LÜKS","Erenköy",6.86893817833291,130,165,"3+1",3,1,2,18,"8","2","Ýkinci El","Merkezi Sistem","26-30 ",,,0.052837985987176234
556,"CEMÝL TOPUZLU ÜZERÝNDE 12 YILLIK 140M2 2 BALKONLU","Fenerbahçe",7.077367905284155,110,140,"3+1",3,1,2,9,"8","4","Ýkinci El","Kombi (Doðalgaz)","11-15 ",,,0.06433970822985595
557,"ETHEM EFENDÝ CAD ÜZERÝNDE BALKONLU SATILIK 3+1 DAÝRE!!","Erenköy",6.872156272748292,100,140,"3+1",3,1,2,31,"7","3","Ýkinci El","Kombi (Doðalgaz)","4",,,0.06872156272748292
558,"MODA'DA 2.KAT ÝSKANLI YENÝLENMÝÞ BALKONLU 125m2 BOÞ SATILIK 3+1","Caferaða",6.698970004336019,110,125,"3+1",3,1,1,31,"4","2","Ýkinci El","Kombi (Doðalgaz)","31-35 ",25,,0.06089972731214562
559,"Kadýköy Hasanpaþa'da 2+1 Satýlýk Daire","Hasanpaþa",6.439332693830262,85,110,"2+1",2,1,1,23,,,,,,,,0.0757568552215325
560,"2+1SATILIK DAIRE, KOZYATAÐI'NIN SAKIN VE NEZIH BÖLGESINDE","Kozyataðý",6.732393759822968,80,100,"2+1",2,1,1,36,"10-20 ","11","Ýkinci El","Klima","6-10 ",200,0,0.0841549219977871
561,"Sahile çok yakýn Mesafede, Caferaða Mahallesi,  3+1, SATILIK..","Caferaða",6.857332496431267,140,150,"3+1",3,1,1,14,,,,,,,,0.04898094640308048
562,"A VENDRE APPARTEMENT Excellence","Acýbadem",6.7283537820212285,110,111,"2+1",2,1,2,15,"10-20 ",,"Sýfýr",,"0",,,0.06116685256382935
563,"KOZYATAÐI METRO ÝST ÝLE KOZZY AVM ARASI GÜNEY CEPHELÝ 3+1 DAÝRE","Kozyataðý",6.602059991327962,100,120,"3+1",3,1,1,20,"10","8","Ýkinci El","Kalorifer (Doðalgaz)","26-30 ",250,,0.06602059991327962
564,"KOZYATAÐI BAYTUR KONUTLARINDA SATILIK BÜYÜK TÝP 1+1 DAÝRE","Kozyataðý",6.511883360978874,54,74,"1+1",1,1,1,55,"20 ","19",,"Merkezi Sistem","11-15 ",1.25,,0.1205904326107199
565,"ERENKÖY 19 MAYIS ÝSMAÝL SELÇUK'TAN LUX BÝNA SATILIK DAÝRE 3+1","19 Mayýs",6.7481880270062,90,120,"3+1",3,1,2,31,"10-20 ","11",,"Klima","3",0,0,0.07497986696673556
566,"ERENKÖYDE ÖZEL TASARIMLI SATILIK DAÝRE","Erenköy",7.031408464251623,110,135,"3+1",3,1,2,25,"10-20 ","13",,"Klima","4",350,0,0.0639218951295602
567,"FENERYOLU ÝSMAÝL SELÇUK'TAN YENÝ BÝNADA ULAÞIM NOKTALARINA YAKIN","Feneryolu",6.574031267727718,58,76,"2+1",2,1,1,31,"10-20 ","2",,"Klima","3",0,0,0.11334536668496066
568,"C.BOSTAN'DA 230M2 3 ODA 55+43 2 SALONLU ULTRA LÜKS DUBLEKS","Erenköy",7.105510184769973,200,230,"3+2",3,2,4,31,"7","7","Ýkinci El","Merkezi Sistem","26-30 ",,,0.03552755092384987
569,"Vatandaþlýða Uygun Kalamýþ Caddesi 3+1 Satýlýk Lüks Konut","Fenerbahçe",6.973127853599698,100,130,"3+1",3,1,1,20,"10-20 ","5",,"Klima","4",0,0,0.06973127853599698
570,"Kadýköy Rýhtýmý Gören 80 m2 Kýsmi deniz manzaralý daire","Rasimpaþa",6.429752280002408,65,80,"1+1",1,1,0,7,"4","Kot 3","Ýkinci El","Kombi (Doðalgaz)","31-35 ",50,14,0.09891926584619089
571,"Çiftehavuzlar Sahil Dalyan Deniz Parka Yakýn Balkonlu Sýfýr 3+1","Fenerbahçe",7.146128035678237,130,170,"3+1",3,1,2,26,"10-20 ","8","Sýfýr","Merkezi Sistem","0",0,0,0.05497021565906336
572,"FENERBAHÇE DALYAN SAHÝL YEÞÝLLÝKLER ÝÇÝNDE BOÞ DAÝRE 4+1 165 M2","Fenerbahçe",7.273001272063737,150,165,"4+1",4,1,1,31,"10-20 ","1","Ýkinci El","Kalorifer (Doðalgaz)","26-30 ",,,0.048486675147091575
573,"Þair Arþi Caddesine 3. Bina 3+1 Satýlýk Daire","Merdivenköy",6.505149978319905,105,130,"3+1",3,1,1,22,"8","3","Ýkinci El","Merkezi Sistem","31-35 ",0,0,0.06195380931733243
574,"Fenerbahçe Dalyan Sahil Yakýn Balkonlu Sýfýr Satýlýk Daire","Fenerbahçe",7.1760912590556805,135,170,"3+1",3,1,2,26,"10-20 ","8","Sýfýr","Merkezi Sistem","0",0,0,0.0531562315485606
575,"Feneryolu Baðdat Caddesi Marmaray Yakýn Masrafsýz Full Yapýlý","Feneryolu",6.9661417327390325,148,200,"3+1",3,1,2,27,"7","3","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.047068525221209676
576,"SAHRAYICEDÝT ATATÜRK CADDESÝ YAKINI 4+1 SATILIK DUBLEKS DAÝRE","Sahrayý Cedit",6.6834973176798105,165,230,"4+1",4,1,3,35,"7","7",,"Klima","21-25 ",0,0,0.04050604434957461
577,"Fenerbahçe Kalamýþ Deniz Marina Doða Manzaralý 3+1 Satýlýk","Fenerbahçe",7.139879086401237,122,160,"3+1",3,1,2,19,"10","7","Ýkinci El","Yerden Isýtma","4",0,0,0.0585235990688626
578,"ERENKÖY FÝZÝK  KOZYATAÐI TANÝÞ SÝTESÝNDE  FULL YAPILI  ÖN DAÝRE","19 Mayýs",6.690196080028513,110,140,"3+1",3,1,1,18,"10-20 ","6","Ýkinci El","Merkezi Sistem","26-30 ",200,0,0.06081996436389557
579,"Fenerbahçe Dalyan Kulüp Ordu Evi Yakýn Satýlýk 3+1 Daire","Fenerbahçe",6.989004615698536,100,130,"3+1",3,1,2,16,"10","6","Ýkinci El","Kombi (Doðalgaz)","4",0,0,0.06989004615698537
580,"Kalamýþ'ta Denize 4. Bina Konumunda Balkonlu Lüks Kombili","Fenerbahçe",6.732393759822968,85,100,"2+1",2,1,1,19,"8","1","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.07920463246850551
581,"ÝNÖNÜ CADDESÝNDE YOLA CEPHE 3+1 SATILIK DAÝRE","19 Mayýs",6.594392550375426,115,135,"3+1",3,1,2,15,"7","1","Ýkinci El",,"26-30 ",200,,0.05734254391630805
582,"ERENKÖY'ÜN KALBÝNDE, SÝTE ÝÇÝNDE, 4+1, 170m2 DAÝRE","Erenköy",6.977723605288847,140,170,"4+1",4,1,2,12,"10-20 ","Yüksek Giriþ","Ýkinci El","Merkezi Sistem","4",775,0,0.049840882894920335
583,"GÖZTEPE'DE DÝNAMÝK'TEN MARMARAYA YAKIN 3+1 BALKONLU YENÝ SATILIK","Göztepe",6.822821645303104,93,125,"3+1",3,1,2,28,"8","4",,"Klima","0",0,0,0.07336367360540971
584,"DÝNAMÝK'TEN ÞENESENEVLER'DE MÝMARÝ DEKORLU BALKONLU LÜKS 3+1","Bostancý",6.648360010980931,130,145,"3+1",3,1,1,30,"8","3",,"Merkezi Sistem","31-35 ",200,0,0.05114123085369947
585,"DÝNAMÝK'TEN GÖZTEPE 60.YIL PARKI ÜZERÝNDE DENÝZ MANZARALI LOFT","Göztepe",6.9661417327390325,125,160,"3+2",3,2,1,27,"10-20 ","14",,"Klima","6-10 ",0,0,0.05572913386191226
586,"FÝYAT DÜÞTÜ KADIKÖY ERENKÖY ÇOBAN YILDIZI SOKAK SATILIK 2 1","Erenköy",6.462397997898956,85,110,"2+1",2,1,1,29,"5","1",,"Merkezi Sistem","31-35 ",80,0,0.07602821173998771
587,"Suadiye Sahilde Vatandaþlýða Uygun 220 m2 Satýlýk 3+1 Daire","Suadiye",7.183269843682804,180,210,"3+1",3,1,1,21,"3","2",,"Kombi (Doðalgaz)","31-35 ",0,0,0.039907054687126686
588,"BOSTANCI DA ÇOK KULLANIÞLI VE GENÝÞ ÖZEL TASARIM SATILIK DUBLEKS","Bostancý",7.010723865391773,211,252,"3+2",3,2,2,30,"6","6","Ýkinci El","Kalorifer (Doðalgaz)","6-10 ",225,,0.033226179456833045
589,"FENERBAHÇE DE CEMÝL TOPUZLU ÜSTÜNDE GENÇ BÝNADA SATILIK 3+1","Fenerbahçe",7.113943352306836,100,130,"3+1",3,1,2,29,"7","1","Ýkinci El","Kombi (Doðalgaz)","6-10 ",500,,0.07113943352306835
590,"SAHRAYI CEDÝT'DE EMÝNTAÞ SÝTESÝNDE SATILIK 3+1..","Sahrayý Cedit",6.59659709562646,120,150,"3+1",3,1,2,10,"9","1",,"Merkezi Sistem","31-35 ",0,0,0.05497164246355383
591,"FORTÝS SÝNANLI KADIKÖY'DE 1+0 SATILIK DAÝRE","Fikirtepe",6.3979400086720375,38,50,"1+0 (Stüdyo)",1,0,1,7,"20 ","12",,"Yerden Isýtma","1",0,0,0.16836684233347468
592,"BAYSAÞ ÝSTANBUL 216 1.ETAP 2+1 VATANDAÞLIÐA UYGUN FIRSAT DAÝRE","Dumlupýnar",6.614264287358704,70,98,"2+1",2,1,1,18,"20 ","14",,"Merkezi Sistem","6-10 ",750,0,0.09448948981941006
593,"KADIKÖY HASANPAÞA DA SATILIK 2+1 YÜKSEK GÝRÝÞ DAÝRE","Hasanpaþa",6.423245873936808,65,75,"2+1",2,1,1,22,"2","Yüksek Giriþ",,"Kombi (Doðalgaz)","6-10 ",,9,0.09881916729133551
594,"DÝNAMÝK'TEN SUADÝYE SAHÝLDE 3+1 BALKONLU GENÝÞ M2 SATILIK DAÝRE","Suadiye",7.077367905284155,120,150,"3+1",3,1,2,31,"10-20 ","6","Ýkinci El","Kombi (Doðalgaz)","4",0,0,0.05897806587736796
595,"Erenköy Divan'a Yakýn Baðdat Caddesi 7. Bina","Erenköy",6.991226075692494,105,135,"3+1",3,1,2,8,"10-20 ","8","Ýkinci El","Yerden Isýtma","4",0,0,0.06658310548278566
596,"NESRÝN EMLAK'TAN YATIRIMA UYGUN CADDEYE YAKIN DAÝRE","Hasanpaþa",6.3979400086720375,70,100,"2+1",2,1,1,32,"4","3","Ýkinci El","Kombi (Doðalgaz)","40 ",0,0,0.09139914298102911
597,"Fenerbahçe Ayanoðlu Caddesi Yakýn Yatýrýmlýk Binada 3+1","Fenerbahçe",6.792391689498253,120,150,"3+1",3,1,1,26,"3","2","Ýkinci El","Merkezi Sistem","36-40 ",0,0,0.0566032640791521
598,"Caddebostan Taþmektep Sokak Balkonlu 3 Yýllýk Binada","Caddebostan",6.926856708949692,120,150,"3+1",3,1,2,26,"10-20 ","2","Ýkinci El","Kombi (Doðalgaz)","3",,,0.0577238059079141
599,"SUADÝYE BAÐDATA YAKIN 6 YILLIK 200M2 LÜKS BAHÇE KULLANIMLI","Suadiye",6.6766936096248655,160,200,"3+1",3,1,2,25,"5",,"Ýkinci El","Kombi (Doðalgaz)","6-10 ",,,0.04172933506015541
600,"DÝNAMÝK'TEN ÖZGÜRLÜK PARKINA KOMÞU GENÝÞ 2+1 BALKONLU 4 YILLIK","Göztepe",6.7283537820212285,85,118,"2+1",2,1,1,14,"7","3",,"Klima","4",170,0,0.0791571033178968
601,"WEN CADDE'DEN SUADÝYE AYÞEÇAVUÞ CAD.4 YAÞINDA SATILIK 3+1","Suadiye",6.774516965728549,120,150,"3+1",3,1,2,22,"10-20 ","5","Ýkinci El","Kombi (Doðalgaz)","4",300,15,0.056454308047737906
602,"KADIKÖY RIHTIM'A YAKIN SATILIK 3+1 DAÝRE","Osmanaða",6.544068044350275,130,140,"3+1",3,1,1,19,,"2","Ýkinci El","Kombi (Doðalgaz)","31-35 ",,,0.05033898495654057
603,"GÖZTEPE CADDE PARALELÝ YENÝ BÝNADA 3+1 SATILIK DAÝRE","Göztepe",6.877946951629188,90,120,"3+1",3,1,2,33,"10","6","Sýfýr","Klima","0",0,0,0.07642163279587987
604,"Bostancý Gösteri Merk. Yakýný Satýlýk Yüksek Kat Ferah 3+1 Daire","Bostancý",6.4983105537896,95,110,"3+1",3,1,1,26,"10","Giriþ Katý","Ýkinci El","Kombi (Doðalgaz)","21-25 ",,,0.06840326898725894
605,"BAÐDAT CADDESÝ ÜZERÝ 4+1 150 M2 NET SATILIK DAÝRE 9.550.000 TL","Fenerbahçe",6.980003371583745,150,185,"4+1",4,1,2,21,"5","1",,"Merkezi Sistem","21-25 ",840,0,0.0465333558105583
606,"Teknik Yapý Suadiye Sahil Sitesinde 3+1 Satýlýk Bahçe Katý","Suadiye",7.2430380486862935,100,130,"3+1",3,1,1,26,"5","Bahçe katý",,"Klima","4",0,0,0.07243038048686294
607,"CENTURY 21.SAHRA'DAN BAÐDAT'A ÇOK YAKIN HAVUZLU 4+1 ÝÇÝ YAPILI","Suadiye",7.16879202031418,160,195,"4+1",4,1,3,24,"10","2",,"Merkezi Sistem","26-30 ",0,0,0.04480495012696363
608,"CENTURY 21.SAHRA'DAN BAÐDAT'A ÇOK YAKIN 4+1 ÝÇÝ FULL YAPILI","Suadiye",7.039414119176136,165,210,"4+1",4,1,3,25,"7","5",,"Merkezi Sistem","31-35 ",0,0,0.04266311587379477
609,"CADDEBOSTAN SAHÝL'DE DUBLEX DENÝZ MANZARALI CENTURY 21 SAHRA'DAN","Caddebostan",7.352182518111362,250,310,"4+2",4,2,4,26,"10-20 ","12",,"Klima","0",0,0,0.029408730072445446
610,"KOZYATAÐI ÝÇÝ FULL YENÝLENMÝÞ FERAH,AYDINLIK SATILIK DAÝRE","Kozyataðý",6.736396502276642,110,125,"3+1",3,1,1,24,"9","9",,"Kombi (Doðalgaz)","31-35 ",0,0,0.06123996820251493
611,"CENTURY 21.SAHRA'DAN MÝMARÝ TASARIMLI 4+1 160M2 NET SÜPER LÜKS","Suadiye",7.032820149438564,160,185,"4+1",4,1,3,30,"10-20 ","2",,"Merkezi Sistem","26-30 ",0,0,0.04395512593399102
612,"CENTURY 21.SAHRA'DAN 2 YILLIK GÜVENLÝKLÝ SÝTE ÝÇERÝSÝNDE 2+1","Suadiye",6.739967696759509,80,110,"2+1",2,1,1,21,"10","1",,"Klima","2",0,0,0.08424959620949386
613,"Erenköy Mükemmel Konumda 2+1 95 m2","Erenköy",6.746244871720197,80,95,"2+1",2,1,1,24,"10-20 ","3",,"Yerden Isýtma","0",0,0,0.08432806089650247
614,"BOSTANCI SAHÝL POLAT SÝTESÝ 300m2 DENÝZ MANZARALI SATILIK 5+2","Bostancý",7.361727836017592,250,300,"5+2",5,2,3,31,"7","6","Ýkinci El","Merkezi Sistem","40 ",1,45,0.02944691134407037
615,"BOSTANCI ÝKÝ ÝNCÝ SÝTESÝ 2.KAT LÝMÝTSÝZ KREDÝLÝ 90m2 SATILIK 2+1","Bostancý",6.698970004336019,80,100,"2+1",2,1,1,31,"8","3","Ýkinci El","Kombi (Doðalgaz)","16-20 ",400,12.5,0.08373712505420024
616,"WEN CADDE CADDEBOSTAN SAHÝLDE FERAH FIRSAT DUBLEKS 4+1 DAÝRE","Caddebostan",6.860338006570993,240,280,"4+1",4,1,3,25,"7","7","Ýkinci El","Kombi (Doðalgaz)","16-20 ",0,0,0.028584741694045804
617,"DÝNAMÝK'TEN SUADÝYE'DE SÝTE ÝÇÝ YEÞÝLLÝKLER ÝÇÝNDE FIRSAT 2+1","Suadiye",6.752048447819438,80,115,"2+1",2,1,1,23,"10","1",,"Merkezi Sistem","2",0,0,0.08440060559774297
618,"Suadiye'de Sýfýr Binada Balkonlu 3+1 Satýlýk Daire","19 Mayýs",6.913813852383716,96,123,"3+1",3,1,2,7,"8","8","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.0720188942956637
619,"DÝNAMÝK'TEN FENERYOLUN'DA PARKA YAKIN ÖNÜ AÇIK MANZARALI 3+1","Feneryolu",6.822821645303104,100,140,"3+1",3,1,1,19,"10-20 ","11",,"Kombi (Doðalgaz)","3",0,0,0.06822821645303104
620,"Caddebostan da satýlýk boþ 2+1 kapalý otoparklý daire","Caddebostan",6.886490725172481,75,100,"2+1",2,1,1,31,"10-20 ","9","Sýfýr","Kombi (Doðalgaz)","0",,,0.09181987633563309
621,"YETKÝNDEN YENÝ BÝNADA 3+1 95M2 NET YÜKSEK GÝRÝÞ","Erenköy",6.774516965728549,95,130,"3+1",3,1,1,16,"10","Yüksek Giriþ","Ýkinci El","Merkezi Sistem","3",,,0.07131070490240578
622,"CENTURY 21.SAHRA'DAN MARK&SPENCER'A ÇOK YAKIN 2+1 YAPILI","Suadiye",6.755493728415119,80,110,"2+1",2,1,2,14,"4","2",,"Merkezi Sistem","26-30 ",0,0,0.08444367160518898
623,"DÝNAMÝK'TEN GÖZTEPE'DE MARMARAY VE PARKA ÇOK YAKIN 5 YAÞINDA 2+1","Göztepe",6.525044807036845,75,90,"2+1",2,1,1,,"7","Giriþ Katý",,"Klima","6-10 ",0,0,0.08700059742715793
