"Column0","ÝLAN ADI","MAHALLE","FÝYAT","NET(m²)","BRÜT(m²)","ODA-SALON SAYISI","ODA SAYISI","SALON SAYISI","BANYO SAYISI","FOTOÐRAF SAYISI","BÝNA KAT SAYISI","BULUNDUÐU KAT","YAPI DURUMU","ISITMA","BÝNA YAÞI","AÝDAT","KÝRA GETÝRÝSÝ","Metrekare Baþýna Fiyat"
874,"Kýzýltoprakta Baðdat Caddesine  Yakýn Yeni Binada 2+1 Daire","Zühtüpaþa",6.574031267727718,75,100,"2+1",2,1,1,22,"10-20 ","8","Ýkinci El","Kombi (Doðalgaz)","3",0,0,0.08765375023636958
875,"Suadiyede Baðdat  Caddesine Yakýn Yeni Binada 3+1 Balkonlu Daire","Suadiye",6.866287339084194,100,135,"3+1",3,1,2,23,"8","4","Ýkinci El","Kombi (Doðalgaz)","4",0,0,0.06866287339084194
876,"Sahrayý Cedit Ýnönü Caddesi Üzerinde 3+1 Balkonlu Daire","Sahrayý Cedit",6.562292864456474,105,140,"3+1",3,1,1,21,"7","2","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.06249802728053785
877,"Suadiye Çatalçeþmede Baðdat Caddesine 2.Binada 2+1 Daire","Bostancý",6.697665162647674,90,125,"2+1",2,1,1,23,"3","3","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.07441850180719638
878,"Tüccarbaþýnda Minibüs Caddesine Yakýn Site Ýçerisinde 3+1 Daire","Sahrayý Cedit",6.518513939877887,90,125,"3+1",3,1,2,24,"10-20 ","2","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.07242793266530986
879,"Þaþkýnbakkalda Baðdat Caddesine Yeni Binada 2+1 Daire","Suadiye",6.724275869600789,75,100,"2+1",2,1,1,22,"10-20 ","9","Ýkinci El","Kombi (Doðalgaz)","4",0,0,0.08965701159467719
880,"Çiftehavuzlarda Baðdat Caddesine Yakýn Yeni Binada 1+1  Daire","Göztepe",6.59659709562646,45,65,"1+1",1,1,1,23,"10","9","Sýfýr","Kombi (Doðalgaz)","4",0,0,0.14659104656947688
881,"Kazaskerde Minibüs Caddesine Yakýn Yeni Binada 3+2 Dubleks Daire","19 Mayýs",6.806179973983887,165,200,"3+2",3,2,2,21,"10-20 ","14","Sýfýr","Kombi (Doðalgaz)","2",0,0,0.04124957559990235
882,"Þaþkýnbakkalda Baðdat Caddesine Yakýn 3+1 Mimari Dekorlu Daire","Suadiye",6.90036712865647,115,150,"3+1",3,1,2,28,"9","3","Ýkinci El","Kombi (Doðalgaz)","16-20 ",0,0,0.06000319242309973
883,"Çiftehavuzlar Yeþilbahar Sokakta 3+1 Temiz Balkonlu Daire","Göztepe",6.86893817833291,120,155,"3+1",3,1,2,27,"6","6","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.05724115148610758
884,"Suadiye Ayþe Çavuþta Havuzlu Yeni Binada 3+1 Balkonlu Daire","Suadiye",6.774516965728549,100,135,"3+1",3,1,2,25,"10-20 ","9","Ýkinci El","Kombi (Doðalgaz)","4",0,0,0.06774516965728548
885,"Suadiyede Baðdat Caddesine Yakýn  Yeni Binada 3+1 Sýfýr  Daire","Suadiye",6.916453948549925,95,130,"3+1",3,1,1,26,"9","5","Sýfýr","Kombi (Doðalgaz)","5",0,0,0.07280477840578868
886,"Erenköyde Baðdat Caddesine Yakýn Yeni Binada 3+1 Daire","Erenköy",6.921686475483601,90,125,"3+1",3,1,2,26,"9","8","Sýfýr","Kombi (Doðalgaz)","6-10 ",0,0,0.07690762750537335
887,"Suadiyede Baðdat Caddesine Yakýn Güvenlikli Binada  3+1 Daire","Suadiye",6.812913356642856,120,155,"3+1",3,1,2,27,"10-20 ","2","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.0567742779720238
888,"Fenerbahçe Cemil Topuzlu Üzerinde  Yeni Binada 4+1 Daire","Fenerbahçe",7.161368002234975,145,180,"4+1",4,1,2,28,"7","3","Ýkinci El","Kombi (Doðalgaz)","5",0,0,0.04938874484299983
889,"Caddebostanda Baðdat Caddesine Yakýn 3+1 Balkonlu Daire","Erenköy",6.86893817833291,130,165,"3+1",3,1,2,28,"7","2","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.052837985987176234
890,"Erenköyde Baðdat Caddesine Yakýn 3+1 Daire EMLAK MASASI","Erenköy",6.942008053022313,155,195,"3+1",3,1,2,28,"10-20 ","3","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.04478714872917621
891,"Erenköy Minibüs Caddesi Üzerinde Yeni Binada 3+1 Daire","Erenköy",6.872156272748292,100,140,"3+1",3,1,2,25,"10-20 ","17","Sýfýr","Kombi (Doðalgaz)","3",0,0,0.06872156272748292
892,"Ethem Efendi Caddesi Üzeri Baðdat Caddesine 5.Bina 4+2 Dubleks","Caddebostan",7.254064452914337,220,260,"4+2",4,2,4,31,"9","9","Sýfýr","Yerden Isýtma","4",0,0,0.032973020240519714
893,"Þaþkýnbakkalda Baðdat Caddesine Yakýn 3+1 Masrafsýz Daire","Suadiye",6.90036712865647,100,135,"3+1",3,1,1,31,"8","1","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.06900367128656469
894,"Feneryolunda Marmaraya Yakýn 3+1 Mimari Dekorlu Daire","Feneryolu",6.812913356642856,120,155,"3+1",3,1,2,31,"9","9","Ýkinci El","Merkezi Sistem","31-35 ",0,0,0.0567742779720238
895,"Bostancý Minibüs Caddesinde 3+1 Mimari Dekorlu Daire","Bostancý",6.774516965728549,125,160,"3+1",3,1,2,31,"9","7","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.05419613572582839
896,"Suadiye Ayþe Çavuþta Baðdat Caddesine Yakýn Yeni Bina 3+1 Daire","Suadiye",6.8095597146352675,90,125,"3+1",3,1,1,31,"9","2","Ýkinci El","Kombi (Doðalgaz)","4",0,0,0.07566177460705853
897,"Erenköyde Ethem Efendi Caddesine  Komþu 3+1 Masrafsýz Daire","Erenköy",6.795880017344074,125,165,"3+1",3,1,2,26,"8","Yüksek Giriþ","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.05436704013875259
898,"Suadiye Kaptan Arif Baðdat Caddesi Yakýn Yeni Bina 5+2 Dubleks","Suadiye",7.296665190261531,300,340,"5+2",5,2,4,31,"10-20 ","15","Sýfýr","Kombi (Doðalgaz)","6-10 ",0,0,0.02432221730087177
899,"Fenerbahçe Sahilde Yeni Binada Katta Tek 3+1 Balkonlu Daire","Fenerbahçe",7.144574207609616,125,155,"3+1",3,1,2,30,"9","5","Sýfýr","Kombi (Doðalgaz)","5",0,0,0.05715659366087693
900,"Göztepede Baðdat Caddesine Yakýn 3+1 Mimari Dekorlu Daire","Göztepe",6.8356905714924245,130,165,"3+1",3,1,2,31,"6","2","Ýkinci El","Merkezi Sistem","31-35 ",0,0,0.05258223516532634
901,"Suadiye Ayþe Çavuþta  Havuzlu Yeni Binada 3+1 Balkonlu  Daire","Suadiye",6.86893817833291,100,135,"3+1",3,1,2,31,"10-20 ","12","Sýfýr","Merkezi Sistem","4",0,0,0.0686893817833291
902,"Suadiyede Baðdat Caddesine Yakýn  Havuzlu Binada 3+1 Daire","Suadiye",6.861832997657944,92,130,"3+1",3,1,2,31,"10-20 ","11","Sýfýr","Merkezi Sistem","2",0,0,0.0745851412788907
903,"Fikirtepe Þua'da 92 m2 Net 2,5 +1 Balkonlu Daire","Fikirtepe",6.816241299991782,92,137,"2+1",2,1,2,26,"20 ","14","Sýfýr","Merkezi Sistem","3",0,0,0.07408957934773676
904,"Erenköyde Marmaraya Yakýn Genç Binada Katta Tek 4+1 Daire","Erenköy",6.954242509439323,170,210,"4+1",4,1,2,28,"10","4","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.040907308879054846
905,"Feneryolunda Baðdat Caddesine 3.Binada 4+1 Mimari Dekorlu Daire","Feneryolu",6.841984804590113,140,185,"4+1",4,1,2,25,"4","2","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.04887132003278652
906,"Suadiyede Güvenlikli Binada 2+1 Ebeveynli Sýfýr Daire","Suadiye",6.872156272748292,85,110,"2+1",2,1,2,23,"10-20 ","9","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.0808488973264505
907,"Þenesenevlerde Minibüs Caddesine Yakýn 3+1 Mimari Dekorlu Daire","Bostancý",6.648360010980931,130,165,"3+1",3,1,2,23,"7","3","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.05114123085369947
908,"Þaþkýnbakkalda Baðdat Caddesine 2.Binada 2+1 Yenilenmiþ Daire","Suadiye",6.755493728415119,80,105,"2+1",2,1,2,21,"4","2","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.08444367160518898
909,"Kozyataðý Bayar Caddesinde 4+1 Mimari Dekorlu Daire EMLAK MASASI","Kozyataðý",6.812913356642856,135,170,"4+1",4,1,2,23,"10","4","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.05046602486402115
910,"Feneryolunda Özgürlük Parkýna Yakýn 3+1 Balkonlu Sýfýr Daire","Feneryolu",6.822821645303104,100,135,"3+1",3,1,1,23,"10-20 ","11","Sýfýr","Kombi (Doðalgaz)","2",0,0,0.06822821645303104
911,"Erenköyde Marmaraya Yakýn 4+2 Dubleks Daire EMLAK MASASI","Erenköy",6.975431808509262,170,220,"4+2",4,2,3,27,"10-20 ","14","Sýfýr","Merkezi Sistem","0",0,0,0.04103195181476036
912,"Kozyataðýnda Metroya Yakýn Katta Tek 3+1 Mimari Dekorlu Daire","Kozyataðý",6.711807229041191,130,165,"3+1",3,1,2,22,"9","5","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.05162928637723993
913,"Þaþkýnbakkal Baðdat Caddesine Yakýn 2+1 Bahçe Kullanýmlý  Daire","Suadiye",6.845098040014256,80,110,"2+1",2,1,1,31,"10-20 ","Giriþ Katý","Ýkinci El","Kombi (Doðalgaz)","5",0,0,0.0855637255001782
914,"Caddebostan Taþmektep Sokakta Baðdat Caddesine Yakýn 3+1 Daire","Göztepe",6.8095597146352675,100,135,"3+1",3,1,2,31,"10-20 ","3","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.06809559714635267
915,"Erenköyde Minibüs Caddesine 2.Binada 4+1 Mimari Dekorlu Daire","Erenköy",6.812579155409046,155,200,"4+1",4,1,2,31,"5","4","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.04395212358328417
916,"Suadiyede Baðdat Caddesine Yakýn Yeni Binada 3+1 Daire","Suadiye",6.781755374652469,85,120,"3+1",3,1,2,29,"10-20 ","1","Sýfýr","Kombi (Doðalgaz)","3",0,0,0.07978535734885257
917,"Göztepede Marmaraya Yakýn Sýfýr Binada 3+1 Balkonlu Daire","Göztepe",6.869231719730975,100,135,"3+1",3,1,2,31,"7","3","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.06869231719730975
918,"Suadiyede Güvenlikli Sites Ýçerisinde 5+1 Ýskanlý Dubleks Daire","Suadiye",7.322219294733918,255,300,"5+1",5,1,3,30,"7","7","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.028714585469544775
919,"Caddebostanda Baðdat Caddesine 3.Binada 4+1 Ýskanlý Sýfýr Daire","Caddebostan",7.270678836144706,150,185,"4+1",4,1,2,31,"10-20 ","11","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.0484711922409647
920,"Kozyataðý Acýbadem Hastanesine Yakýn Yeni Binada 3+1 Daire","19 Mayýs",6.872156272748292,125,160,"3+1",3,1,2,31,"7","5","Sýfýr","Kombi (Doðalgaz)","16-20 ",0,0,0.054977250181986334
921,"Göztepe'de Özgürlük Parkýna Yakýn  Katta Tek 3+1 Sýfýr Daire","Göztepe",6.829303772831024,100,135,"3+1",3,1,2,30,"7","6","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.06829303772831025
922,"Suadiye Minibüs Caddesi Üzerinde 3+1 Masrafsýz Geniþ Daire","Suadiye",6.720159303405956,120,155,"3+1",3,1,2,28,"8","6","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.056001327528382966
923,"Erenköy Divan Pastanesi Sokaðýnda Yeni Binada 3+1 Daire","Erenköy",6.86302529622947,90,125,"3+1",3,1,2,31,"8","6","Sýfýr","Kombi (Doðalgaz)","4",0,0,0.07625583662477188
924,"Suadiye Sahilde Az Katlý Binada 3+1 Mimari Dekorlu Daire","Suadiye",6.774516965728549,80,110,"3+1",3,1,2,32,"4","1","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.08468146207160686
925,"Erenköy Taniþ Sitesinde Minibüs Caddesine Yakýn 3+1 Daire","Erenköy",6.681241237375587,110,145,"3+1",3,1,2,29,"10-20 ","10","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.06073855670341442
926,"Suadiye Çatalçeþmede Yeni Binada 2+1 Yüksek Giriþ Daire","Suadiye",6.774516965728549,80,115,"2+1",2,1,2,25,"10-20 ","Yüksek Giriþ","Ýkinci El","Merkezi Sistem","4",0,0,0.08468146207160686
927,"Caddebostan Tanzimat Sokak Üzerinde 3+1 Masrafsýz Balkonlu Daire","Göztepe",6.72222246396973,100,135,"3+1",3,1,1,28,"3","Yüksek Giriþ","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.06722222463969729
928,"Feneryolunda Marmaraya Yakýn Katta Tek 4+1 Yenilenmiþ Daire","Feneryolu",6.816241299991782,140,175,"4+1",4,1,2,28,"10-20 ","9","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.04868743785708416
929,"Feneryolunda Genç Binada 120 m2 Net 3+1 Yenilenmiþ Daire","Feneryolu",6.819543935541868,120,155,"3+1",3,1,2,28,"9","8","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.05682953279618223
930,"Suadiyede Baðdat Caddesine Yakýn  3+1 Masrafsýz Daire Daire","Suadiye",6.841984804590113,105,140,"3+1",3,1,2,30,"8","Yüksek Giriþ","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.06516176004371536
931,"Kozyataðý Bayar Caddesi Üzerinde 3+1 Lüks Daire EMLAK MASASI","Kozyataðý",6.697229342759718,120,155,"3+1",3,1,2,22,"10-20 ","13","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.05581024452299765
932,"Bostancýda Gösteri Merkezine Yakýn 2002 Yapýmý Binada 3+1 Daire","Bostancý",6.8095597146352675,140,170,"3+1",3,1,2,27,"10-20 ","6","Ýkinci El","Kombi (Doðalgaz)","16-20 ",0,0,0.048639712247394766
933,"Selamiçeþmede Özgürlük Parkýna Yakýn Yeni Binada 2+1 Daire","Göztepe",6.694605198933568,75,100,"2+1",2,1,2,27,"10","1","Ýkinci El","Kombi (Doðalgaz)","4",0,0,0.08926140265244759
934,"Sahrayý Ceditte Atatürk Caddesine 1.Paralelde  3+1 Lüks Daire","Sahrayý Cedit",6.6180480967120925,100,135,"3+1",3,1,2,26,"6","1","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.06618048096712092
935,"Suadiyede Baðdat Caddesine Yakýn Site Ýçerisinde 3+1 Daire","Suadiye",6.894869656745252,105,145,"3+1",3,1,2,20,"10-20 ","11","Sýfýr","Merkezi Sistem","4",0,0,0.06566542530233573
936,"Feneryolunda Özgürlük Parký Manzaralý 3+1 Balkonlu Daire","Feneryolu",6.7481880270062,115,145,"3+1",3,1,2,20,"10-20 ","11","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.05867989588701043
937,"Göztepede Marmaraya Yakýn Yeni Binada 2+1 Balkonlu Daire","Göztepe",6.713910354128955,75,100,"2+1",2,1,1,20,"9","6","Sýfýr","Kombi (Doðalgaz)","4",0,0,0.0895188047217194
938,"BAÐDAT CADDESÝ ÜZERÝNDE GENÝÞ KULLANIÞLI SATILIK 3+1","Göztepe",6.777426822389311,130,150,"3+1",3,1,1,25,"5","5",,"Merkezi Sistem","26-30 ",0,0,0.05213405247991777
939,"KADIKÖY SAHRAYICEDÝT DE 3+1 KAPALI OTOPARKLI SATILIK DAÝRE","Sahrayý Cedit",6.685741738602263,97,135,"3+1",3,1,2,31,"10-20 ","2",,"Merkezi Sistem","3",0,0,0.06892517256290993
940,"YÜKSEK KÝRA DEÐERÝ, MODERN DÝZAYNLI SATILIK OFÝS DAÝRESÝ","Erenköy",6.662757831681573,57,80,"2+1",2,1,1,23,"7","3","Ýkinci El","Kombi (Doðalgaz)","4",0,0,0.11689048827511532
941,"COLDWELL'DEN FIRSAT - ANA CADDE ÜZERÝ 2021 130M2 BALKON ÝSKAN","Erenköy",6.770852011642144,102,130,"3+1",3,1,2,20,"10-20 ","7",,"Klima","0",0,0,0.06638090207492298
942,"2+1 75 M2 NET HAZÝRAN TESLÝM CADDEYE YÜRÜME MESAFESÝ","Erenköy",6.574031267727718,75,95,"2+1",2,1,2,,"8","5",,"Kombi (Doðalgaz)","0",0,0,0.08765375023636958
943,"Göztepede Minibüs Caddesine Yakýn Yeni Binada 3+1 Daire","Göztepe",6.851258348719075,95,130,"3+1",3,1,2,18,"7","7","Ýkinci El","Kombi (Doðalgaz)","6-10 ",0,0,0.072118508933885
944,"Çiftehavuzlarda Baðdat Caddesine Yakýn Bakýmlý Binada 4+1 Daire","Göztepe",6.942008053022313,140,175,"4+1",4,1,2,17,"10-20 ","4","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.04958577180730224
945,"Suadiyede Güvenlikli Binada 2+1 Ebeveynli Sýfýr Daire","Suadiye",6.816241299991782,85,110,"2+1",2,1,2,17,"10-20 ","10","Sýfýr","Merkezi Sistem","0",0,0,0.08019107411755037
946,"Çiftehavuzlarda Baðdat Caddesine Yakýn 3+1 Balkonlu Sýfýr Daire","Göztepe",6.929418925714292,97,135,"3+1",3,1,2,16,"10-20 ","9","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.07143730851251848
947,"Þenesenevlerde Minibüs Caddesine 3.Binada 2+1 Balkonlu Daire","Bostancý",6.715585551893196,75,100,"2+1",2,1,1,16,"9","6","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.08954114069190929
948,"Koþuyolunda Merkezi Konumda 450 m2  4+2 Müstakil Bina","Koþuyolu",7.286680969354929,420,465,"4+2",4,2,3,16,"3","Komple","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.01734924040322602
949,"Þenesenevlerde Minibüs Caddesine 3.Binada  2+1 Balkonlu  Daire","Bostancý",6.694605198933568,75,100,"2+1",2,1,1,16,"9","2","Sýfýr","Kombi (Doðalgaz)","0",0,0,0.08926140265244759
950,"Göztepe Minibüs Caddesi Üzeri Ýþyerine Uygun 2+1 Kombili Daire","Göztepe",6.59659709562646,90,120,"2+1",2,1,1,15,"3","1","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.07329552328473844
951,"Kazaskerde Minbüs Caddesine  Yakýn 3+1 Yenilenmiþ Daire","19 Mayýs",6.550228353055093,90,125,"3+1",3,1,2,15,"4","2","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.07278031503394548
952,"ÖZGÜRLÜK PARKINA YAKIN, YENÝ BÝNADA,SATILIK, GENÝÞ 3+1 DAÝRE","Feneryolu",6.832508912706236,107,140,"3+1",3,1,2,15,"10-20 ","5","Ýkinci El","Kombi (Doðalgaz)","3",0,0,0.06385522348323584
953,"Erenköyde Marmaraya Yakýn Prestijli Binada Katta Tek 3+1 Daire","Erenköy",6.694605198933568,120,155,"3+1",3,1,1,14,"8","1","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.055788376657779734
954,"Suadiye Sahilde Deprem Raporlu ve Güvenlikli  Binada 4+1 Daire","Suadiye",7.144574207609616,186,240,"4+1",4,1,2,28,"10-20 ","6","Ýkinci El","Merkezi Sistem","31-35 ",0,0,0.03841168928822374
955,"Caddebostan Baðdat Caddesine 2.Binada 3+1 Deniz Manzaralý Daire","Caddebostan",7.021189299069937,100,135,"3+1",3,1,2,29,"10-20 ","10","Sýfýr","Kombi (Doðalgaz)","4",0,0,0.07021189299069937
956,"Suadiye Tonozlu Baðdat Caddesine Yakýn Az Katlý Binada 2+1 Daire","Suadiye",6.6674529528899535,90,115,"2+1",2,1,1,30,"3","2","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.07408281058766615
957,"Caddebostanda Baðdat Caddesine Yakýn 6+1 Dubleks Daire","Caddebostan",7.16879202031418,201,240,"6+1",6,1,4,31,"10","10","Sýfýr","Kombi (Doðalgaz)","5",0,0,0.03566563194186159
958,"Çiftehavuzlar Yeþilbaharda Marmaraya Yakýn Yeni Binada 4+1 Daire","Göztepe",7.058805486675907,140,185,"4+1",4,1,2,31,"9","7","Sýfýr","Kombi (Doðalgaz)","11-15 ",0,0,0.05042003919054219
959,"Erenköyde Marmaraya Yakýn Katta Tek 4+1 Komple Yenilenmiþ Daire","Erenköy",6.93424588102307,175,215,"4+1",4,1,2,31,"8","5","Ýkinci El","Kombi (Doðalgaz)","31-35 ",0,0,0.03962426217727469
960,"Fenerbahçede Baðdat Caddesine 2.Binada 3+1 Balkonlu Sýfýr Daire","Fenerbahçe",6.984527313343791,95,130,"3+1",3,1,2,31,"9","7","Ýkinci El","Kombi (Doðalgaz)","0",0,0,0.07352134014046095
961,"Þaþkýnbakkalda Baðdat Caddesine Yakýn Yeni Binada 2+1 Daire","Suadiye",6.843544211945634,75,95,"2+1",2,1,1,24,"10-20 ","3","Ýkinci El","Kombi (Doðalgaz)","6-10 ",0,0,0.09124725615927512
962,"Þaþkýnbakkalda  Baðdat Caddesine Yakýn Katta Tek 4+2 Dubleks","Suadiye",7.11226976841727,230,270,"4+2",4,2,3,23,"7","7","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.030922912036596827
963,"Çiftehavuzlar Sahilde Deprem Yönetmelikli Binada 4+1 Daire","Fenerbahçe",7.144574207609616,170,210,"4+1",4,1,2,22,"10-20 ","10","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.042026907103585975
964,"Suadiye Sahilde Yeni Binada Deniz Manzaralý 3+1 Balkonlu Daire","Suadiye",7.15685190107001,125,155,"3+1",3,1,2,23,"10-20 ","7","Ýkinci El","Kombi (Doðalgaz)","4",0,0,0.05725481520856008
965,"Caddebostanda  Baðdat Caddesine Yakýn Yeni Binada  3+1 Daire","Caddebostan",7.079181246047624,120,155,"3+1",3,1,2,27,"10-20 ","4","Sýfýr","Kombi (Doðalgaz)","1",0,0,0.05899317705039687
966,"Feneryolu Kameriyede Baðdat Caddesine Yakýn 3+1 Lüks Daire","Feneryolu",6.8095597146352675,130,165,"3+1",3,1,2,36,"7","4","Ýkinci El","Merkezi Sistem","26-30 ",0,0,0.05238122857411744
967,"Caddebostan Sahilde Göztepe Parkýna Yakýn Yeni Binada 3+1 Daire","Caddebostan",7.138302698166281,112,150,"3+1",3,1,2,25,"9","9","Sýfýr","Kombi (Doðalgaz)","5",0,0,0.06373484551934179
968,"Çiftehavuzlarda Baðdat Caddesine Yakýn Yeni Binada  3+1  Daire","Göztepe",7.079181246047624,140,175,"3+1",3,1,2,27,"10-20 ","10","Ýkinci El","Kombi (Doðalgaz)","11-15 ",0,0,0.0505655803289116
969,"Fenerbahçe Sahil Tarafýnda Yeni Binada 3+1 Balkonlu Daire","Fenerbahçe",6.977723605288847,110,145,"3+1",3,1,2,27,"10-20 ","5","Ýkinci El","Kombi (Doðalgaz)","11-15 ",0,0,0.06343385095717133
970,"Suadiyede Baðdat Caddesine 4. Binada 4+1 Havuzlu Daire","Suadiye",7.16879202031418,175,225,"4+1",4,1,2,31,"10","2","Ýkinci El","Kombi (Doðalgaz)","26-30 ",0,0,0.04096452583036674
971,"Þaþkýnbakkalda Barýþ Büfeye Yakýn  Yeni Binada 3+2 Dubleks Daire","Suadiye",7.077367905284155,175,220,"3+2",3,2,3,31,"10","10","Sýfýr","Kombi (Doðalgaz)","5",0,0,0.04044210231590946
972,"Caddebostan Sahilde Deniz Manzaralý 3+1 Balkonlu Sýfýr Daire","Caddebostan",7.202760687393199,110,145,"3+1",3,1,2,29,"10-20 ","10","Sýfýr","Yerden Isýtma","0",0,0,0.06547964261266545
973,"Suadiye Sahilde Yeni Binada Deniz Manzaralý 3+1 Daire","Suadiye",7.144574207609616,105,140,"3+1",3,1,2,31,"8","4","Sýfýr","Kombi (Doðalgaz)","4",0,0,0.06804356388199634
974,"Suadiye Çatalçeþmede Yeni Binada Deniz Manzaralý 3+1 Daire","Suadiye",6.946943270697825,140,175,"3+1",3,1,2,29,"9","6","Ýkinci El","Kombi (Doðalgaz)","11-15 ",0,0,0.04962102336212732
975,"Þaþkýnbakkalda Baðdat Caddesine Yakýn Genç  Binada 4+1 Daire","Suadiye",6.977723605288847,150,200,"4+1",4,1,2,31,"10","3","Ýkinci El","Kombi (Doðalgaz)","21-25 ",0,0,0.046518157368592314
976,"Caddebostan Baðdat Caddesine Yakýn Yeni Bina 3+1 Balkonlu Daire","Erenköy",6.926856708949692,105,140,"3+1",3,1,2,31,"10-20 ","2","Sýfýr","Kombi (Doðalgaz)","3",0,0,0.06597006389475897
977,"Feneryolu Güvenlikli Site Ýçerisinde 4+1 Deniz Manzaralý Daire","Feneryolu",7.229169702539101,175,220,"4+1",4,1,2,24,"10-20 ","16","Ýkinci El","Merkezi Sistem","21-25 ",0,0,0.04130954115736629
978,"Çiftehavuzlarda Baðdat Caddesine Yakýn Yeni Binada 3+1 Daire","Göztepe",6.903089986991943,95,130,"3+1",3,1,2,24,"8","7","Sýfýr","Kombi (Doðalgaz)","3",0,0,0.07266410512623098
979,"Erenköy Kaþanelerde Baðdat Caddesine  Yakýn Yeni Bina 3+1 Daire","Erenköy",7.021189299069937,95,130,"3+1",3,1,2,21,"10","3","Ýkinci El","Kombi (Doðalgaz)","5",0,0,0.07390725577968354
980,"Suadiye Çatalçeþme Sahilde Yeni Binada 3+1 Balkonlu  Daire","Suadiye",6.994537104298496,90,125,"3+1",3,1,2,28,"10-20 ","1","Sýfýr","Kombi (Doðalgaz)","4",0,0,0.07771707893664996
981,"Fenerbahçe Cemil Topuzlu Caddesinde Yeni Binada 3+1 Daire","Fenerbahçe",7.077367905284155,110,145,"3+1",3,1,2,31,"8","4","Ýkinci El","Kombi (Doðalgaz)","11-15 ",0,0,0.06433970822985595
982,"GÖZTEPE PIRLANTA SÝTESÝNDE BÜYÜK TÝP BALKONLU SATILIK 1+1","Fikirtepe",6.3979400086720375,60,84,"1+1",1,1,1,11,"20 ","4",,"Merkezi Sistem","4",0,0,0.1066323334778673
983,"Tüccarbaþýnda Minibüs Caddesine Yakýn Yeni Binada 1+1 Daire","Sahrayý Cedit",6.439332693830262,55,75,"1+1",1,1,1,18,"9","4","Ýkinci El","Kombi (Doðalgaz)","16-20 ",0,0,0.11707877625145931
984,"Çiftehavuzlarda Baðdat Caddesine Yakýn Yeni Binada 3+1  Daire","Göztepe",6.812913356642856,95,130,"3+1",3,1,2,8,"10-20 ","3","Sýfýr","Kombi (Doðalgaz)","4",0,0,0.07171487743834586
985,"GÖZTEPE MÝNÝBÜS CADDESÝNE YAKIN HASTANE KARÞISINDA SATILIK 2+1","Eðitim",6.477121254719662,100,110,"2+1",2,1,1,24,"3","3",,"Merkezi Sistem","31-35 ",0,0,0.06477121254719662
986,"Suadiyede Baðdat Caddesine 3.Bina Konumunda 3+1 Daire","Suadiye",6.916453948549925,100,135,"3+1",3,1,2,17,"8","6","Sýfýr","Kombi (Doðalgaz)","4",0,0,0.06916453948549925
